wgi_glacier_id,political_unit,lat,lon
GL2U1DG16017,GL,66.36,-50.41
GL2U1DG16104,GL,66.26,-50.76
GL2U1DG16157,GL,66.06,-50.06
GL2U1DG16160,GL,66.1,-50.1
GL2U1DG16186,GL,66.18,-50.7
GL2U1DG16202,GL,66.1,-50.5
GL2U1DG16250,GL,66.26,-51.41
GL2U1DG18003,GL,66.36,-52.11
GL2U1DG22010,GL,66.2,-52.76
GL2U1DG27007,GL,66.08,-53.2
GL2U1DG29006,GL,65.98,-53.13
GL2U1EA06002,GL,66.33,-52.9
GL2U1EB07005,GL,66.5,-52.78
GL2U1EB10010,GL,66.41,-52.93
GL2U1EB10012,GL,66.4,-52.9
GL2U1EB11002,GL,66.45,-53.2
GL2U1EB14014,GL,66.43,-53.36
GL2U1EB16003,GL,66.36,-53.18
GL2U1EB16008,GL,66.36,-53.33
GL2U1EB16009,GL,66.36,-53.35
GL2U1EB17009,GL,66.31,-53.46
GL2U1EE03003,GL,67.08,-53.23
GL2U1EF36037,GL,67.13,-53.36
GL2U1EF37001,GL,67.13,-53.48
GL2U1GB06001,GL,68.91,-50.2
GL2U1GE03004,GL,69.53,-50.01
GL2U1GH02005,GL,70.25,-52.56
GL2U1GH02009,GL,70.21,-52.35
GL2U1GH02015,GL,70.25,-52.41
GL2U1GH02045,GL,70.15,-52.01
GL2U1GH03002,GL,70.08,-51.86
GL2U1GH08005,GL,70.1,-51.46
GL2U1GH15019,GL,70.25,-51.8
GL2U1HA01016,GL,69.36,-53.66
GL2U1HA01024,GL,69.35,-53.76
GL2U1HA08002,GL,69.41,-52.8
GL2U1HB03009,GL,69.61,-52.55
GL2U1HB05001,GL,69.61,-54.5
GL2U1HB10024,GL,69.4,-53.91
GL2U1HB13001,GL,69.53,-53.63
GL2U1HB15003,GL,69.66,-53.36
GL2U1HB15018,GL,69.78,-53.2
GL2U1HB15045,GL,69.51,-53.43
GL2U1HB16008,GL,69.5,-53.41
GL2U1HB16012,GL,69.53,-53.43
GL2U1HB16043,GL,69.5,-53.21
GL2U1HB16057,GL,69.46,-53.15
GL2U1HB17003,GL,69.38,-53.38
GL2U1HB18012,GL,69.43,-54.05
GL2U1HB20001,GL,69.51,-54.35
GL2U1HC01003,GL,69.91,-54.55
GL2U1HC01018,GL,69.83,-54.3
GL2U1HC03008,GL,69.78,-54.18
GL2U1HC05006,GL,69.63,-54.46
GL2U1HC08007,GL,69.68,-54.78
GL2U1HD02005,GL,70.08,-54.3
GL2U1HD04007,GL,70.03,-54.3
GL2U1HD04010,GL,70.03,-54.41
GL2U1HD04019,GL,70,-54.53
GL2U1HD06014,GL,70.06,-54.03
GL2U1HD06043,GL,69.86,-53.61
GL2U1HD06061,GL,69.96,-53.96
GL2U1HD07027,GL,69.85,-53.81
GL2U1HD07043,GL,69.83,-54.2
GL2U1HD08009,GL,69.9,-54.41
GL2U1HD09003,GL,69.91,-54.5
GL2U1HE01023,GL,69.7,-52.78
GL2U1HE01031,GL,69.78,-52.65
GL2U1HE02001,GL,69.75,-52.16
GL2U1HE02014,GL,69.83,-52.53
GL2U1HE03003,GL,70.01,-53.16
GL2U1HE04006,GL,70.08,-53.16
GL2U1HE09002,GL,70.16,-53.6
GL2U1HE09045,GL,69.91,-53.31
GL2U1HE09106,GL,70.11,-54.05
GL2U1HE09111,GL,70.16,-54.13
GL2U1HE10005,GL,70.21,-54.2
GL2U1IA02014,GL,70.53,-53.53
GL2U1IA02027,GL,70.5,-53.21
GL2U1IA02043,GL,70.58,-53.31
GL2U1IA02065,GL,70.56,-52.76
GL2U1IA02090,GL,70.45,-52.25
GL2U1IA02103,GL,70.36,-52.06
GL2U1IA02122,GL,70.33,-51.35
GL2U1IA02146,GL,70.3,-51.58
GL2U1IA02198,GL,70.3,-52.01
GL2U1IA02215,GL,70.15,-51.81
GL2U1IA02238,GL,70.36,-52.61
GL2U1IA02264,GL,70.4,-53.41
GL2U1IB22001,GL,70.45,-51.66
GL2U1IB25005,GL,70.48,-52.01
GL2U1IB40022,GL,70.66,-53.75
GL2U1IC10002,GL,70.73,-51
GL2U1ID23006,GL,70.98,-51.51
HM6C40400016,HM,-53.086,73.619
IN5O142C0004,IN,31.313,78.293
IN5O142C0009,IN,31.271,78.272
IN5O142C0012,IN,31.256,78.232
IN5O142C0038,IN,31.253,78.389
IN5O142C0040,IN,31.224,78.357
IN5O142C0041,IN,31.215,78.354
IN5O142C0051,IN,31.191,78.405
IN5O142C0070,IN,31.189,78.481
IN5O143A0013,IN,30.986,78.517
IN5O152A0033,IN,31.157,78.579
IN5O152A0069,IN,31.186,78.669
IN5O152A0072,IN,31.191,78.696
IN5O152B0055,IN,31.321,79.01
IN5O152B0059,IN,31.321,79.032
IN5O152B0062,IN,31.37,79.021
IN5O152B0085,IN,31.145,79.148
IN5O152B0092,IN,31.194,79.154
IN5O152B0099,IN,31.239,79.183
IN5O152B0104,IN,31.155,79.279
IN5O152B0119,IN,31.076,79.387
IN5O152B0125,IN,31.041,79.309
IN5O152B0128,IN,31.062,79.311
IN5O152B0149,IN,31.069,79.231
IN5O152B0155,IN,31.054,79.184
IN5O152B0157,IN,31.075,79.171
IN5O152B0164,IN,31.069,79.102
IN5O152B0187,IN,31.06,79.031
IN5O152C0011,IN,30.973,79.104
IN5O152C0026,IN,30.91,79.042
IN5O152D0021,IN,30.826,78.813
IN5O153D0014,IN,30.688,79.378
IN5O153D0059,IN,30.854,79.398
IN5O153D0070,IN,30.9,79.296
IN5O153D0073,IN,30.915,79.302
IN5O153D0135,IN,30.864,79.539
IN5O153D0163,IN,30.72,79.658
IN5O153E0001,IN,30.6,79.683
IN5O153E0071,IN,30.775,79.949
IN5O153E0118,IN,30.655,80.15
IN5O153E0122,IN,30.685,80.139
IN5O153E0134,IN,30.654,80.192
IN5O153E0142,IN,30.601,80.099
IN5O153E0170,IN,30.646,79.929
IN5O153E0184,IN,30.56,79.872
IN5O153G0012,IN,30.212,79.832
IN5O163B0004,IN,30.2,80.148
IN5O163B0119,IN,30.226,80.396
IN5O163D0027,IN,30.294,80.419
IN5O163D0044,IN,30.419,80.395
IN5O163F0011,IN,30.2,80.756
IN5O163F0037,IN,30.388,80.614
IN5O163F0066,IN,30.334,80.769
IN5O201C0002,IN,27.522,88.283
IN5O201C0012,IN,27.612,88.183
IN5O201C0021,IN,27.631,88.226
IN5O201C0032,IN,27.671,88.28
IN5O201C0054,IN,27.72,88.425
IN5O201DA002,IN,27.726,88.507
IN5O201DB007,IN,27.728,88.431
IN5O201DB028,IN,27.693,88.211
IN5O201DB064,IN,27.789,88.398
IN5O201DB129,IN,27.961,88.314
IN5O201DB145,IN,27.978,88.412
IN5O201DB148,IN,28.008,88.44
IN5O201DC034,IN,27.986,88.787
IN5O201DC042,IN,27.984,88.693
IN5O201E0042,IN,27.92,88.793
IN5O201E0084,IN,27.858,88.801
IN5O207DA231,IN,27.782,92.073
IN5O207DA275,IN,27.783,92.248
IN5O207DA287,IN,27.77,92.299
IN5O207DA290,IN,27.774,92.336
IN5O209C0022,IN,27.958,92.725
IN5O209C0027,IN,27.938,92.77
IN5O211AA020,IN,27.967,92.75
IN5O211AA049,IN,28.088,92.737
IN5O211AA052,IN,28.113,92.817
IN5O211AA060,IN,28.105,92.733
IN5O211AA078,IN,28.113,92.905
IN5O211AA080,IN,28.092,92.917
IN5O211AA085,IN,28.102,92.947
IN5O290A0001,IN,29.335,95.808
IN5O290B0012,IN,29.277,95.986
IN5O290B0021,IN,29.235,96.007
IN5O290B0054,IN,29.203,96.239
IN5Q16400011,IN,32.724,77.909
IN5Q16400026,IN,32.652,77.904
IN5Q16400037,IN,32.643,77.859
IN5Q16400042,IN,32.615,77.839
IN5Q16400083,IN,32.747,77.801
IN5Q16400087,IN,32.766,77.758
IN5Q16400123,IN,32.73,77.6
IN5Q16400154,IN,32.855,77.502
IN5Q214D0032,IN,34.163,75.433
IN5Q214D0044,IN,34.219,75.361
IN5Q214H0004,IN,33.485,74.854
IN5Q22300019,IN,33.15,76.622
IN5Q22300056,IN,32.992,76.663
IN5Q22300060,IN,32.949,76.581
IN5Q22300061,IN,32.957,76.582
IN5Q22400069,IN,33.076,76.901
IN5Q22400096,IN,32.857,76.763
IN5Q22500019,IN,32.775,76.86
IN5Q22600005,IN,32.72,76.96
IN5Q22600007,IN,32.745,76.956
IN5Q22600024,IN,32.685,77.026
IN5Q22600049,IN,32.873,76.954
IN5Q22600059,IN,32.961,76.993
IN5Q22600067,IN,32.998,76.975
IN5Q22600094,IN,32.85,77.163
IN5Q22600128,IN,32.658,77.356
IN5Q22600135,IN,32.628,77.294
IN5Q22700040,IN,32.455,77.314
IN5Q22700099,IN,32.707,77.403
IN5Q22700116,IN,32.823,77.31
IN5Q22700131,IN,32.783,77.48
IN5Q22700167,IN,32.642,77.584
IN5Q22700203,IN,32.252,77.499
IN5Q22700221,IN,32.277,77.385
IN5Q22800021,IN,32.741,76.516
IN5Q23400024,IN,32.596,76.71
IN5Q23400045,IN,32.432,76.771
IN5Q23400050,IN,32.416,76.726
IN5Q23400051,IN,32.424,76.705
IN5Q23500042,IN,32.342,76.979
IN5Q23500086,IN,32.269,76.791
IN5Q31100023,IN,32.224,76.911
IN5Q31200003,IN,32.279,77.02
IN5Q31200038,IN,32.244,77.3
IN5Q31200122,IN,32.052,77.507
IN5Q31200192,IN,31.83,77.828
IN5Q31200218,IN,31.924,77.665
IN5Q31200235,IN,31.918,77.565
IN5Q31300010,IN,31.855,77.561
IN5Q31300014,IN,31.859,77.514
IN5Q321A0019,IN,31.729,77.838
IN5Q321B0054,IN,31.707,78.06
IN5Q321C0011,IN,31.682,78.098
IN5Q321D0033,IN,31.803,78.255
IN5Q321F0029,IN,31.93,78.315
IN5Q321F0040,IN,31.931,78.41
IN5Q330C0019,IN,31.806,78.038
IN5Q330C0032,IN,31.781,77.929
IN5Q330C0072,IN,31.941,77.969
IN5Q330C0083,IN,32.031,77.99
IN5Q330C0097,IN,31.996,77.895
IN5Q330C0098,IN,32.009,77.886
IN5Q330C0114,IN,32.013,77.785
IN5Q330C0132,IN,32.172,77.833
IN5Q330D0049,IN,32.281,77.775
IN5Q330D0140,IN,32.615,77.673
IN5Q330D0156,IN,32.602,77.782
IN5Q330D0167,IN,32.551,77.767
IN5Q330D0173,IN,32.543,77.775
IN5Q330D0206,IN,32.583,77.921
IN5Q330E0028,IN,32.404,78.174
IN5Q330H0025,IN,32.586,78.254
IN5Q330H0075,IN,32.551,78.018
IN5Q330J0002,IN,32.027,78.72
IN5Q340B0022,IN,31.587,78.568
IN5Q340C0025,IN,31.367,78.717
IN5Q340D0008,IN,31.409,78.411
IN5Q340D0029,IN,31.324,78.667
IN5Q340D0033,IN,31.325,78.717
IN5Q340D0081,IN,31.323,78.374
IT4J14311019,IT,46.442,10.079
IT4L00003005,IT,46.441,13.439
IT4L00024005,IT,46.51,12.342
IT4L00101105,IT,46.422,11.84
IT4L00102503,IT,46.371,10.569
IT4L00112116,IT,46.48,10.731
IT4L00112121,IT,46.464,10.693
IT4L00113212,IT,46.76,11.022
IT4L01011025,IT,46.214,10.675
IT4L01012017,IT,46.153,10.871
IT4L01021016,IT,46.049,10.564
IT4L01025009,IT,46.162,10.425
IT4L01028007,IT,46.211,10.518
IT4L01028010,IT,46.173,10.513
IT4L01101002,IT,46.063,9.976
IT4L01104005,IT,46.238,9.553
IT4L01104031,IT,46.275,9.731
IT4L01131004,IT,46.256,9.985
IT4L01137023,IT,46.411,10.603
IT4L01211003,IT,45.908,7.944
IT4L01216001,IT,46.367,8.394
IT4L01216006,IT,46.382,8.332
IT4L01451003,IT,45.412,7.189
IT4L01451011,IT,45.45,7.106
IT4L01463008,IT,45.354,7.161
IT4L01470002,IT,45.192,6.924
IT4L01501107,IT,45.542,7.352
IT4L01508305,IT,45.9,7.852
IT4L01512001,IT,45.663,7.371
IT4L01512018,IT,45.539,7.352
IT4L01512018,IT,45.539,7.352
IT4L01514003,IT,45.545,7.142
IT4L01514004,IT,45.526,7.141
IT4L01514004,IT,45.526,7.141
IT4L01515003,IT,45.619,7.102
IT4L01515003,IT,45.619,7.102
IT4L01515009,IT,45.57,7.075
IT4L01515009,IT,45.57,7.075
IT4L01516019,IT,45.659,6.924
KE3D300B0004,KE,-0.147,37.304
MX2I40001010,MX,19.167,-98.636
MX2I40002003,MX,19.029,-98.623
NO4A000A1011,NO,61.472,7.911
NO4A000A2010,NO,61.689,7.936
NO4A000A3004,NO,61.65,7.461
NO4A000A4018,NO,61.753,7.2
NO4A000A4021,NO,61.8,7.317
NO4A000A5008,NO,61.428,6.978
NO4A000A5010,NO,61.417,6.892
NO4A000A8004,NO,61.401,6.628
NO4A000AD021,NO,61.6,8.364
NO4A000AE038,NO,61.921,7.522
NO4A000AK001,NO,59.939,6.817
NO4A000AN001,NO,60.372,6.958
NO4A000AY005,NO,60.728,7.478
NO4A000B1001,NO,62.042,7.186
NO4A000B1007,NO,62.017,7.072
NO4A000B6005,NO,62.194,7.28
NO4A000BA007,NO,61.408,6.625
NO4A000BO006,NO,61.792,5.853
NO4A000BR001,NO,61.8,6.742
NO4A000BS011,NO,61.633,6.828
NO4A000BT019,NO,61.77,7.128
NO4A000BT021,NO,61.789,7.078
NO4A000BT032,NO,61.803,6.908
NO4A000BW011,NO,62.05,6.625
NO4A000BX006,NO,62.297,6.575
NO4A000C4005,NO,66.7,13.922
NO4A000CE002,NO,62.471,7.267
NO4A000CG006,NO,62.119,8.108
NO4A000CJ011,NO,62.483,8.333
NO4A000CJ014,NO,62.314,8.821
NO4A000CK001,NO,62.714,8.245
NO4A000CS001,NO,65.178,13.675
NO4A000CY007,NO,66.489,14.808
NO4A000CY008,NO,66.458,14.714
NO4A000CY011,NO,66.46,14.678
NO4A000CY042,NO,66.313,15.008
NO4A000DE005,NO,66.689,14.397
NO4A000DE017,NO,66.742,14.431
NO4A000DE018,NO,66.736,14.42
NO4A000DE045,NO,66.972,14.55
NO4A000DG021,NO,66.724,15.245
NO4A000DH005,NO,67.268,15.931
NO4A000DI002,NO,67.399,15.92
NO4A000DI007,NO,67.42,16.033
NO4A000DI028,NO,67.292,15.92
NO4A000DK004,NO,67.703,16.325
NO4A000DU005,NO,68.265,17.475
NO4A000DW032,NO,68.083,18.025
NO4A000DZ007,NO,68.296,17.778
NO4A000DZ010,NO,68.335,17.839
NO4A000EB002,NO,69.124,19.508
NO4A000EB046,NO,68.829,18.844
NO4A000EG073,NO,69.363,19.775
NO4A000EG084,NO,69.512,19.506
NO4A000EH030,NO,69.161,20.17
NO4A000EH032,NO,69.15,20.15
NO4A000EH053,NO,69.395,19.867
NO4A000EH056,NO,69.42,20.028
NO4A000EH057,NO,69.417,20.033
NO4A000EH066,NO,69.474,19.897
NO4A000EH074,NO,69.508,20.003
NO4A000EH085,NO,69.653,20.092
NO4A000EW006,NO,70.45,23.1
NO4A000EW011,NO,70.44,23.108
NO4B000E4038,NO,67.297,16.125
NO4W00110520,NO,71.017,-8.417
NO4W00110523,NO,71.017,-8.417
NO4W01220002,NO,76.717,17.067
NO4W01230006,NO,76.867,15.95
NO4W01240010,NO,76.967,16.817
NO4W01310515,NO,77.4,14.5
NO4W01320029,NO,77.633,15.15
NO4W01320503,NO,77.525,16.15
NO4W01320525,NO,77.525,16.15
NO4W01340005,NO,77.733,16.967
NO4W01340508,NO,77.78,16.9
NO4W01360019,NO,78.1,17.417
NO4W01360020,NO,78.1,17.3
NO4W01360035,NO,78.05,16
NO4W01360037,NO,78.05,15.65
NO4W01410004,NO,78.067,13.9
NO4W01410504,NO,78.08,15
NO4W01410517,NO,78.08,15
NO4W01420506,NO,78.2,16
NO4W01420517,NO,78.2,16
NO4W01430006,NO,78.267,16.583
NO4W01430517,NO,78.3,17
NO4W01430528,NO,78.3,17
NO4W01440015,NO,78.583,17.233
NO4W01450004,NO,78.583,16.8
NO4W01450500,NO,78.52,15.95
NO4W01450513,NO,78.52,15.95
NO4W01450523,NO,78.52,15.95
NO4W01460507,NO,78.8,15.75
NO4W01460516,NO,78.8,15.75
NO4W01460542,NO,78.8,15.75
NO4W01470009,NO,78.9,14.483
NO4W01530003,NO,78.483,12.85
NO4W01530011,NO,78.55,13.433
NO4W01530017,NO,78.5,12.65
NO4W01560004,NO,79.167,12.067
NO4W01570506,NO,79.505,11
NO4W01580009,NO,79.717,11.283
NO4W01610011,NO,79.633,12.333
NO4W01640026,NO,79.283,14.517
NO4W01660002,NO,79.7,14.65
NO4W01660004,NO,79.65,14.617
NO4W01660502,NO,79.51,14.95
NO4W01660514,NO,79.51,14.95
NO4W01670019,NO,79.2,15.517
NO4W01680002,NO,79,15.667
NO4W01680007,NO,78.967,16
NO4W01680012,NO,78.867,15.783
NO4W01680030,NO,79.133,16.383
NO4W01680512,NO,78.94,16.2
NO4W01690012,NO,79.6,16.017
NO4W01690501,NO,79.515,16
NO4W01710004,NO,79.867,17.2
NO4W01720002,NO,79.55,17.167
NO4W02220510,NO,79.78,22
NO4W02310513,NO,79.85,18.6
NO4W02320502,NO,80.165,19.55
NO4W02330506,NO,89.3,19.9
NO4W02330512,NO,89.3,19.9
NO4W02420506,NO,80.075,22
NO4W02510002,NO,80.353,22.833
NO4W03120513,NO,77.85,21.7
NO4W03120524,NO,77.85,21.7
NO4W03120546,NO,77.85,21.7
NO4W03120548,NO,77.85,21.7
NO4W03120553,NO,77.85,21.7
NO4W03120569,NO,77.85,21.7
NO4W03130002,NO,78.135,21.687
NO4W03130021,NO,77.542,23.59
NO4W03210552,NO,78.3,21.4
NO4W03210561,NO,78.3,21.4
NO4W03210579,NO,78.3,21.4
NO4W03210594,NO,78.3,21.4
NO4W03220512,NO,78.55,21.25
NO4W04110512,NO,78.925,28.5
NO4W04110515,NO,78.925,28.5
NP5O163G0033,NP,30.024,80.994
NP5O164A0020,NP,29.928,80.995
NP5O171A0006,NP,29.805,81.181
NP5O171A0052,NP,29.915,81.238
NP5O171A0089,NP,29.867,81.336
NP5O171A0101,NP,29.822,81.385
NP5O171A0118,NP,29.771,81.53
NP5O173A0012,NP,29.753,81.586
NP5O173BA016,NP,30.002,81.509
NP5O173BA017,NP,30.001,81.517
NP5O173BA018,NP,30.002,81.544
NP5O173BD006,NP,30.278,81.442
NP5O173BD012,NP,30.344,81.408
NP5O173BD023,NP,30.371,81.839
NP5O173BD078,NP,30.205,81.562
NP5O173BD137,NP,30.075,81.958
NP5O173BD159,NP,30.259,81.897
NP5O173BD174,NP,30.36,81.879
NP5O173BD190,NP,30.351,82.076
NP5O173BD215,NP,30.028,82.034
NP5O173BD302,NP,29.946,82.498
NP5O173BD363,NP,29.745,82.378
NP5O173C0062,NP,29.611,82.58
NP5O173C0107,NP,29.363,83.415
NP5O173C0117,NP,29.283,83.414
NP5O173C0152,NP,29.195,83.425
NP5O173C0214,NP,29.492,82.658
NP5O173C0221,NP,29.437,82.618
NP5O173C0233,NP,29.495,82.593
NP5O174A0008,NP,29.241,82.576
NP5O174A0026,NP,29.374,82.581
NP5O174A0056,NP,29.298,82.738
NP5O174A0166,NP,29.098,82.975
NP5O174A0172,NP,29.021,83.03
NP5O174A0180,NP,29.117,83.079
NP5O174A0200,NP,28.978,83.142
NP5O174A0278,NP,29.002,83.553
NP5O174A0361,NP,28.76,83.255
NP5O174A0363,NP,28.774,83.247
NP5O174A0373,NP,28.823,83.25
NP5O174A0374,NP,28.829,83.246
NP5O174A0397,NP,28.766,83.136
NP5O181D0001,NP,28.671,83.252
NP5O181D0007,NP,28.682,83.364
NP5O181D0046,NP,28.712,83.541
NP5O181D0063,NP,28.845,83.634
NP5O181D0112,NP,28.971,83.635
NP5O181D0157,NP,29.006,83.749
NP5O181D0186,NP,29.062,83.682
NP5O181D0236,NP,29.186,83.735
NP5O181D0286,NP,29.296,83.846
NP5O181D0295,NP,28.933,84.166
NP5O181D0300,NP,28.948,84.14
NP5O181D0391,NP,28.586,83.791
NP5O181D0397,NP,28.524,83.796
NP5O182A0006,NP,28.539,83.984
NP5O183A0004,NP,28.468,84.277
NP5O183A0027,NP,28.585,84.029
NP5O183A0051,NP,28.772,83.943
NP5O183A0090,NP,28.725,84.127
NP5O183A0150,NP,28.849,84.171
NP5O183A0180,NP,28.852,84.296
NP5O183A0192,NP,28.827,84.404
NP5O183A0208,NP,28.756,84.409
NP5O183A0243,NP,28.659,84.424
NP5O183A0256,NP,28.647,84.517
NP5O184A0016,NP,28.476,84.785
NP5O184A0018,NP,28.488,84.713
NP5O184A0027,NP,28.53,84.646
NP5O184A0072,NP,28.616,84.778
NP5O184C0018,NP,28.534,84.931
NP5O184C0026,NP,28.557,84.988
NP5O184C0027,NP,28.588,85
NP5O184C0033,NP,28.553,85.089
NP5O184C0068,NP,28.604,85.134
NP5O184C0106,NP,28.27,85.18
NP5O185A0010,NP,28.328,85.148
NP5O191BA002,NP,28.142,85.706
NP5O191EA060,NP,28.061,86.603
NP5O191EA090,NP,27.995,86.645
NP5O191EA098,NP,28.041,86.659
NP5O191EA160,NP,27.899,86.943
NP5O191EB019,NP,27.793,86.859
NP5O191EB050,NP,27.724,86.894
NP5O192A0008,NP,27.744,87.039
NP5O192A0034,NP,27.902,87.026
NP5O192A0044,NP,27.822,87.134
NP5O192H0009,NP,27.809,87.62
NP5O192H0011,NP,27.831,87.663
NP5O193A0003,NP,27.672,87.622
NP5O193A0162,NP,27.815,88.001
NP5O193A0176,NP,27.86,88.041
NP5O193A0220,NP,27.693,88.011
NP5O193A0259,NP,27.536,88.053
NZ6B33100009,NZ,-39.302,175.56
NZ6B64600009,NZ,-42.256,172.521
NZ6B64600018,NZ,-42.138,172.641
NZ6B664C0012,NZ,-42.987,171.383
NZ6B664C0032,NZ,-42.903,171.487
NZ6B685C0089,NZ,-43.255,171.102
NZ6B685D0030,NZ,-43.119,171.103
NZ6B685D0057,NZ,-43.076,171.173
NZ6B685D0061,NZ,-43.091,171.191
NZ6B685E0004,NZ,-43.11,171.208
NZ6B685E0054,NZ,-43.008,171.374
NZ6B685E0066,NZ,-43.003,171.409
NZ6B693C0011,NZ,-43.355,170.722
NZ6B693C0058,NZ,-43.354,170.842
NZ6B693C0062,NZ,-43.356,170.882
NZ6B693C0063,NZ,-43.373,170.852
NZ6B693D0019,NZ,-43.337,170.991
NZ6B711B0006,NZ,-44.205,169.559
NZ6B711B0029,NZ,-44.075,169.686
NZ6B711C0001,NZ,-44.236,169.685
NZ6B711D0032,NZ,-43.975,169.782
NZ6B711E0003,NZ,-43.937,169.792
NZ6B711E0029,NZ,-43.858,169.843
NZ6B711E0038,NZ,-43.837,169.887
NZ6B711E0040,NZ,-43.835,169.891
NZ6B711E0044,NZ,-43.808,169.909
NZ6B711F0038,NZ,-43.76,170.005
NZ6B711F0057,NZ,-43.825,170.024
NZ6B711F0068,NZ,-43.909,170.007
NZ6B711G0046,NZ,-43.77,170.055
NZ6B711I0007,NZ,-43.653,170.154
NZ6B711I0021,NZ,-43.536,170.253
NZ6B711I0033,NZ,-43.575,170.29
NZ6B711J0018,NZ,-43.523,170.419
NZ6B711J0031,NZ,-43.586,170.393
NZ6B711M0029,NZ,-43.455,170.487
NZ6B711M0035,NZ,-43.437,170.575
NZ6B711M0065,NZ,-43.521,170.575
NZ6B711M0067,NZ,-43.526,170.568
NZ6B711N0010,NZ,-43.503,170.588
NZ6B711N0015,NZ,-43.593,170.642
NZ6B752C0094,NZ,-44.526,168.609
NZ6B752F0024,NZ,-44.408,168.655
NZ6B752G0005,NZ,-44.423,168.768
NZ6B752I0002,NZ,-44.292,168.889
NZ6B752I0020,NZ,-44.209,168.907
NZ6B752I0048,NZ,-44.202,169.007
NZ6B752I0056,NZ,-44.172,168.99
NZ6B752J0018,NZ,-44.29,169.253
NZ6B752K0029,NZ,-44.042,169.559
NZ6B752K0061,NZ,-43.988,169.623
NZ6B752K0085,NZ,-44.01,169.703
NZ6B752K0089,NZ,-44.039,169.692
NZ6B752K0093,NZ,-44.026,169.676
NZ6B752K0095,NZ,-44.041,169.676
NZ6B752K0117,NZ,-44.153,169.592
NZ6B797G0014,NZ,-44.843,167.852
NZ6B797I0010,NZ,-45.01,168.137
NZ6B84300004,NZ,-44.843,167.708
NZ6B84600001,NZ,-44.725,167.877
NZ6B851A0014,NZ,-44.387,168.322
NZ6B851A0028,NZ,-44.426,168.29
NZ6B851B0003,NZ,-44.836,168.02
NZ6B851B0006,NZ,-44.819,168.008
NZ6B851B0070,NZ,-44.741,168.054
NZ6B851B0086,NZ,-44.685,168.076
NZ6B851B0105,NZ,-44.607,168.07
NZ6B851B0111,NZ,-44.572,168.053
NZ6B85900008,NZ,-44.321,168.437
NZ6B863A0002,NZ,-44.237,168.737
NZ6B863A0003,NZ,-44.238,168.738
NZ6B863B0001,NZ,-44.383,168.521
NZ6B863B0005,NZ,-44.372,168.558
NZ6B863B0050,NZ,-44.438,168.408
NZ6B863C0020,NZ,-44.34,168.438
NZ6B86400007,NZ,-44.175,168.94
NZ6B86400016,NZ,-44.16,168.821
NZ6B86400017,NZ,-44.18,168.818
NZ6B86400022,NZ,-44.143,168.842
NZ6B86400033,NZ,-44.222,168.873
NZ6B86400045,NZ,-44.236,168.859
NZ6B868A0005,NZ,-43.919,169.375
NZ6B868B0001,NZ,-43.843,169.722
NZ6B868B0021,NZ,-43.743,169.918
NZ6B868B0046,NZ,-43.769,169.969
NZ6B868B0050,NZ,-43.785,169.909
NZ6B868B0087,NZ,-43.86,169.823
NZ6B868B0124,NZ,-43.954,169.619
NZ6B868C0022,NZ,-44.075,169.441
NZ6B87500010,NZ,-43.802,169.739
NZ6B87500013,NZ,-43.828,169.668
NZ6B87700022,NZ,-43.787,169.77
NZ6B87800001,NZ,-43.663,169.772
NZ6B880A0051,NZ,-43.655,169.941
NZ6B880B0004,NZ,-43.67,169.96
NZ6B880B0005,NZ,-43.674,169.938
NZ6B882B0012,NZ,-43.59,170.093
NZ6B888A0021,NZ,-43.468,170.293
NZ6B888B0007,NZ,-43.478,170.152
NZ6B893A0060,NZ,-43.408,170.542
NZ6B893B0034,NZ,-43.48,170.42
NZ6B893B0046,NZ,-43.51,170.371
NZ6B89700027,NZ,-43.239,170.807
NZ6B89700048,NZ,-43.31,170.805
NZ6B89700050,NZ,-43.292,170.79
NZ6B89700065,NZ,-43.291,170.721
NZ6B906A0005,NZ,-42.975,171.269
NZ6B906B0017,NZ,-43.128,171.057
NZ6B906B0028,NZ,-43.191,170.963
PE1D22311035,PE,-14.599,-69.367
PE1D22311061,PE,-14.576,-69.436
PE1D22312011,PE,-14.316,-69.73
PE1D22313015,PE,-13.896,-70.449
PE1D22313062,PE,-13.957,-70.827
PE1D22313119,PE,-13.826,-70.876
PE1D22313140,PE,-13.735,-70.699
PE1D22313159,PE,-13.788,-70.619
PE1D22314009,PE,-13.605,-70.781
PE1D22314013,PE,-13.628,-70.778
PE1D22314023,PE,-13.681,-70.721
PE1D22314025,PE,-13.7,-70.728
PE1D22314037,PE,-13.699,-70.842
PE1D22314074,PE,-13.688,-70.914
PE1D22314119,PE,-13.739,-71.027
PE1D22314134,PE,-13.671,-71.053
PE1D22314143,PE,-13.661,-71.073
PE1D35003025,PE,-10.529,-75.97
PE1D35034E04,PE,-11.85,-75.043
PE1D35121016,PE,-13.534,-71.237
PE1D35121083,PE,-13.755,-71.18
PE1D35134026,PE,-13.145,-72.23
PE1D35137037,PE,-13.846,-71.125
PE1D35138040,PE,-13.804,-70.939
PE1D35138054,PE,-13.796,-70.869
PE1D35138060,PE,-13.861,-70.872
PE1D35139002,PE,-14.345,-71.03
PE1D35139013,PE,-14.376,-70.985
PE1D35139025,PE,-14.439,-70.963
PE1D35143031,PE,-13.366,-72.531
PE1D35143034,PE,-13.349,-72.528
