wgi_glacier_id,political_unit,lat,lon
AF5Q112B0009,AF,34.807,68.891
AF5Q112C0025,AF,35.438,69.552
AF5Q112C0085,AF,35.869,70.224
AF5Q112C0146,AF,35.458,70.023
AF5Q112C0151,AF,35.409,69.959
AF5Q112C0242,AF,35.184,69.625
AF5X14005008,AF,38.007,70.738
AF5X14005043,AF,37.903,70.969
AF5X14005081,AF,37.773,70.835
AF5X14006007,AF,38.272,70.738
AF5X14007001,AF,38.283,71.167
AF5X14007039,AF,38.142,70.936
AF5X14008027,AF,38.102,71.241
AQ6C20100011,AQ,-61.128,-54.037
AQ6C20111003,AQ,-62.924,-62.378
AQ6C20200016,AQ,-60.729,-44.57
AQ6C20200019,AQ,-60.7,-44.545
AQ6C20200030,AQ,-60.741,-44.582
AQ6C20200034,AQ,-60.74,-44.727
AQ6C20204122,AQ,-60.584,-45.724
AQ6C20205006,AQ,-60.721,-45.61
AQ6C50100003,AQ,-66.559,162.808
AQ7DGC000022,AQ,-64.574,-61.5531
AQ7DGC000077,AQ,-65.8064,-64.606
AQ7DGC000124,AQ,-65.4609,-63.7604
AQ7JRI000012,AQ,-63.8671,-57.2949
AQ7JRI000037,AQ,-64.1137,-57.1749
AQ7JRI000089,AQ,-64.2308,-57.2858
AQ7JRI000119,AQ,-64.1278,-58.1997
AQ7LAB000022,AQ,-65.748,-62.3888
AQ7LAB000029,AQ,-65.8681,-62.7652
AQ7LCN000001,AQ,-66.2617,-62.8952
AQ7LCN000006,AQ,-66.2328,-63.7182
AQ7LCN000022,AQ,-66.8919,-64.4249
AQ7LCS000010,AQ,-68.0259,-65.5994
AQ7LCS000035,AQ,-68.7246,-65.0103
AQ7LOC000044,AQ,-67.6717,-67.2522
US2N31850000,US,59.96,-149.81
AQ7MGB000034,AQ,-68.5156,-67.1091
AQ7MGB000067,AQ,-68.3388,-66.6803
AQ7PAR000007,AQ,-64.4244,-62.6337
AQ7SSI000124,AQ,-62.108,-58.4753
AQ7SSI000126,AQ,-62.0651,-58.4688
AQ7SSI000143,AQ,-62.1776,-58.289
AQ7SSI000162,AQ,-61.942,-57.6763
AQ7SSI000207,AQ,-62.7078,-60.1515
AQ7SSI000215,AQ,-62.6572,-59.948
AQ7SSI004200,AQ,-63.0008,-60.6575
AQ7TPE000037,AQ,-64.182,-59.0375
AQ7TPE000049,AQ,-63.8835,-59.8126
AQ7TPE000059,AQ,-64.3443,-60.9107
AQ7TPE000118,AQ,-64.1809,-60.9265
AR1I0111B009,AR,-36.615,-70.437
AR1I0111B064,AR,-36.541,-70.478
AR1I0111B066,AR,-36.541,-70.47
AR1I0111B080,AR,-36.535,-70.415
AR1I0111B104,AR,-36.639,-70.49
AR1I0111B128,AR,-36.785,-70.341
AR1I0111B152,AR,-36.666,-70.326
AR1I0112A029,AR,-36.85,-71.096
AR1I0112D008,AR,-37.046,-70.541
AR1I0112E040,AR,-37.852,-71.12
AR1I0112F033,AR,-38.396,-70.886
AR1I0125A020,AR,-40.581,-71.828
AR1I0125A098,AR,-40.542,-71.633
AR1I0125A102,AR,-40.556,-71.633
AR1I0125A111,AR,-40.645,-71.633
AR1I0125A120,AR,-40.617,-71.639
AR1I0125A148,AR,-40.55,-71.717
AR1I0125A151,AR,-40.556,-71.711
AR1I0125B010,AR,-40.702,-71.634
AR1I0125B073,AR,-40.741,-71.877
AR1I0125B128,AR,-40.805,-71.376
AR1I0125B141,AR,-40.814,-71.344
AR1I0126A063,AR,-40.879,-71.685
AR1I0126A066,AR,-40.981,-71.716
AR1I0126A070,AR,-40.91,-71.688
AR1I0126A092,AR,-40.881,-71.371
AR1I0133A015,AR,-38.963,-71.276
AR1I0133B025,AR,-39.151,-70.601
AR1I0133C041,AR,-39.497,-71.19
AR1I0133D020,AR,-39.636,-71.491
AR1I0133D021,AR,-39.638,-71.478
AR1I0133D057,AR,-39.622,-71.52
AR1I0133E003,AR,-39.772,-71.55
AR1I0134B024,AR,-40.126,-71.604
AR1I0134C019,AR,-40.282,-71.736
AR1I0134C071,AR,-40.183,-71.25
AR1I60111007,AR,-50.475,-73.2
AR1I60112005,AR,-50.362,-73.283
AR1I60112007,AR,-50.375,-73.3
AR1I60112021,AR,-50.333,-73.292
AR1I60113006,AR,-50.172,-73.321
AR1I60114003,AR,-49.939,-73.35
AR1I60114023,AR,-49.779,-73.033
AR1I60210005,AR,-49.958,-72.983
AR1I60232010,AR,-49.233,-73.117
AR1I60233007,AR,-49.133,-73.05
AR1I60234003,AR,-49.083,-73.1
AR1J1011A019,AR,-36.331,-70.503
AR1J11100925,AR,-32.934,-69.626
AR1J11124001,AR,-32.888,-69.4
AR1J11131404,AR,-32.421,-69.635
AR1J11131607,AR,-32.375,-69.703
AR1J11132208,AR,-32.272,-69.606
AR1J11146034,AR,-32.586,-69.726
AR1J11146035,AR,-32.57,-69.723
AR1J11155007,AR,-32.886,-69.458
AR1J11155041,AR,-32.925,-69.451
AR1J11161003,AR,-32.689,-69.775
AR1J11166021,AR,-32.624,-69.801
AR1J11173011,AR,-32.957,-69.955
AR1J11173028,AR,-32.893,-69.925
AR1J11175026,AR,-33.086,-69.573
AR1J11176001,AR,-33.071,-69.886
AR1J11176012,AR,-33.041,-69.905
AR1J11177001,AR,-33.076,-69.721
AR1J11178244,AR,-33.292,-69.789
AR1J11178308,AR,-33.268,-69.876
AR1J11178312,AR,-33.257,-69.893
AR1J11179204,AR,-33.208,-69.868
AR1J11179707,AR,-33.089,-70.04
AR1J11179717,AR,-33.035,-70.054
AR1J11179721,AR,-33.009,-70.034
AR1J11183001,AR,-32.89,-69.893
AR1J11183006,AR,-32.876,-69.957
AR1J11184012,AR,-32.868,-70.023
AR1J11184021,AR,-32.826,-70.04
AR1J11184036,AR,-32.722,-70.142
AR1J11185201,AR,-32.791,-69.967
AR1L44212001,AR,-48.7,-72.333
AR1L73100004,AR,-41.185,-71.603
AR1L73100018,AR,-41.207,-71.867
AR1L73200045,AR,-42.35,-71.742
AT4J131IS022,AT,46.975,12.362
AT4J131IS067,AT,47.093,12.408
AT4J131IS085,AT,47.148,12.438
AT4J131LI005,AT,46.96,13.342
AT4J143FA006,AT,47.007,10.803
AT4J143OE078,AT,46.828,10.963
AT4J143OE120,AT,46.803,10.847
AT4J143PI023,AT,46.93,10.8
AT4J143PI040,AT,47.012,10.815
AT4J143SA013,AT,47.068,13.24
AT4J143SA040,AT,47.085,12.905
AT4J143SA062,AT,47.195,12.762
AT4J143SA066,AT,47.165,12.753
AT4J143SA102,AT,47.147,12.592
AT4J143SA126,AT,47.16,12.297
AT4J143SA128,AT,47.135,12.318
AT4J143SN002,AT,47.022,10.463
AT4J143SN040,AT,47.053,10.282
AT4J143ZI019,AT,47.122,12.11
AT4J143ZI037,AT,47.092,12.027
AT4J143ZI039,AT,47.065,12.035
AT4J143ZI059,AT,47.04,11.923
AT4J143ZI083,AT,47.013,11.76
AT4J143ZI085,AT,47.005,11.772
BO1D22114464,BO,-14.667,-69.167
BO1D22122114,BO,-15,-69.05
BO1D22124228,BO,-15,-69.05
BO1D22124351,BO,-14.917,-69.113
BO1D22124384,BO,-14.866,-69.053
BO1D22125011,BO,-14.825,-69.022
BO1D22125025,BO,-14.868,-69.089
BO1D22125048,BO,-14.838,-69.133
BO1D22125219,BO,-14.667,-69.167
BO1D22125220,BO,-14.667,-69.167
BO1D22126310,BO,-14.667,-69.167
BO1D22142321,BO,-15.835,-68.568
BO1D22142338,BO,-15.882,-68.563
BO1D22143329,BO,-16.133,-68.217
BO1D22144111,BO,-16,-68
BO1D22151111,BO,-16,-68.333
BO1D22152130,BO,-15.863,-68.426
BO1D22161154,BO,-16.133,-68.217
BO1D22161218,BO,-16.133,-68.217
BO1D22161221,BO,-16.133,-68.217
BO1D22163233,BO,-16,-68.333
BO1D22163254,BO,-16,-68.333
BO1D22163328,BO,-16,-68.333
BO1D22163451,BO,-16,-68.333
BO1D22172121,BO,-16.3,-67.667
BO1D22173113,BO,-16.3,-67.667
BO1D22173256,BO,-16.133,-68.217
BO1D22182101,BO,-16.93,-67.316
BO1D22182771,BO,-16.433,-67.867
BO1D22182912,BO,-16.665,-67.73
BO1D22183241,BO,-16.5,-67.783
BO1D22183249,BO,-16.5,-67.783
BO1D22183327,BO,-16.5,-67.783
BO1D22183329,BO,-16.5,-67.783
BO1D22183335,BO,-16.433,-67.867
BO1D22183421,BO,-16.433,-67.867
BO1D22183436,BO,-16.433,-67.867
BO1D22183454,BO,-16.3,-67.667
BO1O0A111121,BO,-14.667,-69.167
BO1O0A113086,BO,-14.667,-69.167
BO1O0A121112,BO,-15.87,-68.545
BO1O0A122031,BO,-16,-68.333
BO1O0A123013,BO,-16,-68.333
BO1O0A124223,BO,-16,-68.333
BO1O0A124304,BO,-16,-68.333
BO1O0A125144,BO,-16.133,-68.217
BO1O0A125151,BO,-16.133,-68.217
BO1O0A125157,BO,-16.133,-68.217
BO1O0A126029,BO,-16.133,-68.217
BO1O0A126054,BO,-16.133,-68.217
BT5O205C0043,BT,28.024,89.592
BT5O205C0047,BT,28.091,89.556
BT5O205C0095,BT,28.077,89.826
BT5O205D0018,BT,27.961,89.941
BT5O205D0045,BT,28.155,89.917
BT5O205D0109,BT,27.965,90.097
BT5O205D0148,BT,27.898,90.222
BT5O207AA108,BT,27.943,90.421
BT5O207AB005,BT,27.903,90.573
BT5O207AB028,BT,28.028,90.573
BT5O207AB076,BT,28.022,90.781
BT5O207AB079,BT,27.978,90.768
BT5O207AB084,BT,27.925,90.735
BT5O207BA001,BT,27.85,91.005
BT5O207BA010,BT,28.007,90.82
BT5O207BD001,BT,28.064,91.224
CA2A48000218,CA,62.125,-127.75
CA2A48000246,CA,62.125,-127.75
CA2A48000280,CA,61.875,-127.75
CA2A48000314,CA,61.875,-127.25
CA2A55000188,CA,62.875,-128.75
CA2A72000040,CA,64.375,-131.25
CA2A72000071,CA,64.625,-130.75
CA2M001CB052,CA,49.588,-125.394
CA2M001CC002,CA,49.49,-125.858
CA2M001CD048,CA,49.81,-125.719
CA2N001AA003,CA,58.219,-128.265
CA2N001AA032,CA,58.378,-128.014
CA2N001AA044,CA,58.252,-127.905
CA2N001AC050,CA,57.183,-127.746
CA2N001AC102,CA,57.18,-128.118
CA2N001AC126,CA,57.234,-128.233
CA2N001AD024,CA,57.257,-128.337
CA2N001AD058,CA,57.544,-128.141
CA2N001AD078,CA,57.462,-128.475
CA2N001AD084,CA,57.542,-128.462
CA2N001AD134,CA,57.276,-128.518
CA2N001AD147,CA,57.344,-128.624
CA2N001AD154,CA,57.369,-128.613
CA2N001AD158,CA,57.349,-128.611
CA2N001AD207,CA,57.135,-128.432
CA2N001AD285,CA,57.351,-128.792
CA2N001AD329,CA,57.44,-128.922
CA2N001AD346,CA,57.475,-128.803
CA2N001AD381,CA,57.509,-128.843
CA2N001AD420,CA,57.535,-128.653
CA2N001AD440,CA,57.567,-128.824
CA2N001AD474,CA,57.694,-128.703
CA2N001BA025,CA,58.324,-129.68
CA2N001BA034,CA,58.312,-129.753
CA2N001BA091,CA,58.163,-129.665
CA2N001BA103,CA,58.261,-129.781
CA2N001BA150,CA,58.217,-129.962
CA2N001BC013,CA,58.228,-129.443
CA2N001BD025,CA,57.67,-129.02
CA2N001BD050,CA,57.708,-129.2
CA2N001BF005,CA,57.896,-129.857
CA2N001BF025,CA,57.798,-130.294
CA2N001BF074,CA,58.019,-130.571
CA2N001CA007,CA,57.725,-129.312
CA2N001CA035,CA,57.68,-129.443
CA2N001CA044,CA,57.672,-129.277
CA2N001CA055,CA,57.59,-128.987
CA2N001CA070,CA,57.582,-129.321
CA2N001CB022,CA,57.518,-129.204
CA2N001CB051,CA,57.498,-129.022
CA2N001CB054,CA,57.483,-129.013
CA2N001CB067,CA,57.487,-128.948
CA2N001CB078,CA,57.443,-128.937
CA2N001CB109,CA,57.436,-129.082
CA2N001CB118,CA,57.415,-129.145
CA2N001CB135,CA,57.455,-129.165
CA2N001CB154,CA,57.468,-129.232
CA2N001CB169,CA,57.393,-129.023
CA2N001CB170,CA,57.374,-128.987
CA2N001CB184,CA,57.338,-128.909
CA2N001CB206,CA,57.179,-128.982
CA2N001CB256,CA,57.354,-129.14
CA2N001CB260,CA,57.346,-129.171
CA2N001CB286,CA,57.432,-129.303
CA2N001CC024,CA,57.316,-129.181
CA2N001CC042,CA,57.298,-129.251
CA2N001CC082,CA,57.329,-129.327
CA2N001CC141,CA,57.266,-129.375
CA2N001CC149,CA,57.273,-129.353
CA2N001CC218,CA,57.293,-129.194
CA2N001CC232,CA,57.258,-129.163
CA2N001CC296,CA,57.132,-129.205
CA2N001CC375,CA,57.077,-129.246
CA2N001CC405,CA,57.099,-129.413
CA2N001CC467,CA,57.143,-129.413
CA2N001CC480,CA,57.154,-129.359
CA2N001CC487,CA,57.187,-129.356
CA2N001CC545,CA,57.205,-129.434
CA2N001CC571,CA,57.229,-129.507
CA2N001CC632,CA,57.282,-129.637
CA2N001CC664,CA,57.315,-129.641
CA2N001CC686,CA,57.355,-129.778
CA2N001CC710,CA,57.411,-129.654
CA2N001CC739,CA,57.426,-129.553
CA2N001CC743,CA,57.44,-129.561
CA2N001CD004,CA,57.579,-129.552
CA2N001CD044,CA,57.855,-129.811
CA2N001EA011,CA,57.646,-131.837
CA2N001EA026,CA,57.526,-131.963
CA2N001EA118,CA,57.616,-131.999
CA2N001EA167,CA,57.559,-132.207
CA2N001EA181,CA,57.444,-132.194
CA2N001EA195,CA,57.463,-132.289
CA2N001EA199,CA,57.486,-132.341
CA2N001EA236,CA,57.55,-132.4
CA2N001EA266,CA,57.637,-132.382
CA2N001EA319,CA,57.727,-132.51
CA2N001EA326,CA,57.806,-132.563
CA2N001EA409,CA,57.729,-132.256
CA2N001EA430,CA,57.782,-132.067
CA2N001EA449,CA,57.771,-131.863
CA2N001EA451,CA,57.789,-131.9
CA2N001EA458,CA,57.823,-131.913
CA2N001EA501,CA,57.827,-132.27
CA2N001EA542,CA,57.913,-132.038
CA2N001EB008,CA,57.877,-131.408
CA2N001EC010,CA,57.928,-131.879
CA2N001EE010,CA,57.51,-130.699
CA2N001EE018,CA,57.469,-130.699
CA2N001EE084,CA,57.288,-130.835
CA2N001EE094,CA,57.243,-130.861
CA2N001EE097,CA,57.224,-130.85
CA2N001EE099,CA,57.21,-130.869
CA2N001EE102,CA,57.181,-130.878
CA2N001EE112,CA,57.147,-130.897
CA2N001EE117,CA,57.132,-130.964
CA2N001EE165,CA,57.401,-130.982
CA2N001EF040,CA,57.262,-131.102
CA2N001EF093,CA,57.371,-131.213
CA2N001EF107,CA,57.455,-131.103
CA2N001EG026,CA,57.732,-131.282
CA2N001EG080,CA,57.631,-131.229
CA2N001EG087,CA,57.56,-131.176
CA2N001EG117,CA,57.436,-131.344
CA2N001EG127,CA,57.547,-131.336
CA2N001FA043,CA,56.752,-131.865
CA2N001FA077,CA,56.794,-131.898
CA2N001FA129,CA,56.792,-131.855
CA2N001FA145,CA,56.814,-131.873
CA2N001FA158,CA,56.843,-131.898
CA2N001FA164,CA,56.817,-131.89
CA2N001FA186,CA,56.857,-131.895
CA2N001FA223,CA,56.877,-131.875
CA2N001FA235,CA,56.889,-131.833
CA2N001FA256,CA,56.922,-131.868
CA2N001FA261,CA,56.936,-131.863
CA2N001FB009,CA,56.94,-131.88
CA2N001FB038,CA,56.982,-131.896
CA2N001FB054,CA,57.005,-131.891
CA2N001FC026,CA,57.029,-131.992
CA2N001FC042,CA,57.06,-131.925
CA2N001FC052,CA,57.069,-131.946
CA2N001FC063,CA,57.084,-131.929
CA2N001FC103,CA,57.073,-131.826
CA2N001FC136,CA,57.136,-131.763
CA2N001FC142,CA,57.122,-131.773
CA2N001FC145,CA,57.123,-131.781
CA2N001FC152,CA,57.1,-131.818
CA2N001FC153,CA,57.103,-131.835
CA2N001FD011,CA,57.106,-131.913
CA2N001FD022,CA,57.16,-131.917
CA2N001FD023,CA,57.146,-131.949
CA2N001FD037,CA,57.16,-132.027
CA2N001FD064,CA,57.213,-131.966
CA2N001FE009,CA,57.222,-131.927
CA2N001FF001,CA,57.276,-131.904
CA2N001FF024,CA,57.355,-132.114
CA2N001FF026,CA,57.38,-132.111
CA2N001FG004,CA,57.36,-131.914
CA2N001FG011,CA,57.377,-131.956
CA2N001FG091,CA,57.493,-131.917
CA2N001FG099,CA,57.506,-131.916
CA2N001FG102,CA,57.513,-131.895
CA2N001FG117,CA,57.572,-131.794
CA2N001FG140,CA,57.599,-131.896
CA2N001FG148,CA,57.613,-131.846
CA2N001FG164,CA,57.652,-131.723
CA2N001FH044,CA,57.519,-131.511
CA2N001FH070,CA,57.439,-131.551
CA2N001FH099,CA,57.485,-131.689
CA2N001FI018,CA,57.368,-131.586
CA2N001FI049,CA,57.286,-131.419
CA2N001FI076,CA,57.357,-131.171
CA2N001FI088,CA,57.266,-131.17
CA2N001FI091,CA,57.314,-131.23
CA2N001FI159,CA,57.115,-131.322
CA2N001FI174,CA,57.121,-131.505
CA2N001FJ010,CA,57.222,-131.723
CA2N001FK008,CA,57.081,-131.529
CA2N001FK059,CA,56.981,-131.401
CA2N001FM032,CA,56.629,-131.611
CA2N001FM055,CA,56.61,-131.568
CA2N001FM129,CA,56.541,-131.71
CA2N001FM162,CA,56.511,-131.715
CA2N001FM169,CA,56.518,-131.678
CA2N001FM192,CA,56.453,-131.654
CA2N001FM196,CA,56.42,-131.607
CA2N001FM204,CA,56.433,-131.678
CA2N001FM205,CA,56.418,-131.688
CA2N001FM206,CA,56.422,-131.691
CA2N001FM216,CA,56.452,-131.77
CA2N001FM222,CA,56.498,-131.799
CA2N001FM233,CA,56.531,-131.827
CA2N001GC005,CA,56.778,-131.062
CA2N001GC007,CA,56.786,-131.036
CA2N001GC012,CA,56.757,-130.932
CA2N001GC042,CA,56.848,-130.815
CA2N001GD004,CA,56.766,-130.713
CA2N001GD057,CA,56.887,-130.991
CA2N001GD100,CA,56.859,-130.591
CA2N001GD108,CA,56.867,-130.568
CA2N001GE003,CA,56.923,-130.534
CA2N001GE006,CA,56.95,-130.565
CA2N001GF023,CA,57.002,-130.636
CA2N001GF045,CA,56.994,-130.891
CA2N001GF068,CA,57.059,-131.013
CA2N001GF134,CA,57.053,-130.85
CA2N001GF135,CA,57.069,-130.867
CA2N001GF188,CA,57.167,-130.839
CA2N001GF194,CA,57.146,-130.773
CA2N001GF207,CA,57.179,-130.829
CA2N001GF226,CA,57.29,-130.788
CA2N001GF331,CA,57.142,-130.561
CA2N001GG029,CA,57.212,-130.392
CA2N001GG038,CA,57.24,-130.382
CA2N001GG088,CA,57.21,-130.601
CA2N001GG120,CA,57.279,-130.695
CA2N001GG172,CA,57.375,-130.646
CA2N001GG189,CA,57.265,-130.459
CA2N001GG239,CA,57.357,-130.429
CA2N001GG242,CA,57.349,-130.426
CA2N001GG245,CA,57.287,-130.327
CA2N001GG257,CA,57.333,-130.392
CA2N001GG259,CA,57.334,-130.408
CA2N001GG269,CA,57.367,-130.373
CA2N001GG311,CA,57.397,-130.629
CA2N001GG325,CA,57.441,-130.578
CA2N001GG332,CA,57.44,-130.641
CA2N001GH015,CA,57.769,-130.118
CA2N001GH039,CA,57.789,-129.873
CA2N001GH041,CA,57.67,-129.878
CA2N001GH055,CA,57.663,-129.957
CA2N001GH067,CA,57.656,-129.896
CA2N001GH101,CA,57.522,-129.718
CA2N001GH119,CA,57.449,-129.705
CA2N001GH195,CA,57.488,-129.857
CA2N001GH212,CA,57.506,-129.848
CA2N001GH253,CA,57.574,-129.849
CA2N001GH279,CA,57.565,-129.918
CA2N001GH289,CA,57.575,-129.946
CA2N001GH314,CA,57.516,-129.903
CA2N001GH320,CA,57.513,-129.928
CA2N001GH334,CA,57.478,-129.879
CA2N001GH345,CA,57.462,-129.83
CA2N001GH381,CA,57.45,-129.925
CA2N001GI023,CA,57.429,-129.906
CA2N001GI037,CA,57.44,-129.829
CA2N001GI043,CA,57.434,-129.781
CA2N001GI047,CA,57.409,-129.79
CA2N001GI057,CA,57.363,-129.848
CA2N001GI074,CA,57.362,-129.904
CA2N001GI119,CA,57.343,-130.018
CA2N001GI151,CA,57.334,-130.033
CA2N001GI208,CA,57.288,-129.876
CA2N001GI213,CA,57.293,-129.793
CA2N001GI318,CA,57.185,-129.882
CA2N001GI344,CA,57.177,-129.686
CA2N001GI377,CA,57.106,-129.839
CA2N001GI406,CA,57.082,-130.003
CA2N001GI411,CA,57.104,-129.929
CA2N001GI420,CA,57.109,-129.999
CA2N001GI440,CA,57.232,-130.072
CA2N001GI501,CA,57.144,-130.059
CA2N001GI503,CA,57.127,-130.041
CA2N001GI504,CA,57.125,-130.059
US2O00302003,US,68.1,-152.983
CA2N001GJ006,CA,57.124,-130.111
CA2N001GJ036,CA,57.044,-130.076
CA2N001GJ060,CA,56.966,-130.028
CA2N001GJ066,CA,56.991,-130.078
CA2N001GJ144,CA,56.936,-129.925
CA2N001GJ147,CA,56.921,-129.964
CA2N001GJ160,CA,56.878,-129.965
CA2N001GJ171,CA,56.878,-129.907
CA2N001GJ204,CA,56.803,-130.018
CA2N001GJ243,CA,56.81,-130.087
CA2N001GJ250,CA,56.786,-130.116
CA2N001GJ252,CA,56.75,-130.218
CA2N001GJ327,CA,56.848,-130.27
CA2N001GJ334,CA,56.855,-130.292
CA2N001GK098,CA,56.793,-130.387
CA2N001GK118,CA,56.741,-130.452
CA2N001GK134,CA,56.764,-130.459
CA2N001GK146,CA,56.744,-130.48
CA2N001GK223,CA,56.651,-130.613
CA2N001GK240,CA,56.674,-130.635
CA2N001GK268,CA,56.607,-130.681
CA2N001GK275,CA,56.613,-130.745
CA2N001GK290,CA,56.639,-130.795
CA2N001GL045,CA,56.594,-130.87
CA2N001GM055,CA,56.5,-131.047
CA2N001GM086,CA,56.512,-131.111
CA2N001GM213,CA,56.6,-131.267
CA2N001GM260,CA,56.666,-131.364
CA2N001GM278,CA,56.668,-131.456
CA2N001GM314,CA,56.561,-131.411
CA2N001GM321,CA,56.556,-131.47
CA2N002EB045,CA,59.576,-136.673
CA2N002EB046,CA,59.597,-136.658
CA2N002EC008,CA,59.58,-136.307
CA2N002EC020,CA,59.585,-136.395
CA2N002EC041,CA,59.71,-136.658
CA2N002EC055,CA,59.853,-136.385
CA2N002ED027,CA,59.764,-136.074
CA2N002ED051,CA,59.665,-135.948
CA2N002ED084,CA,59.795,-135.643
CA2N002FA001,CA,59.169,-137.395
CA2N002FA057,CA,59.13,-137.439
CA2N002FA059,CA,59.046,-137.475
CA2N002FA066,CA,59.103,-137.528
CA2N002FA093,CA,59.179,-137.04
CA2N002FA098,CA,59.138,-137.052
CA2N003AD010,CA,61.51,-138.008
CA2N003AG013,CA,60.451,-136.554
CA2N003AH002,CA,60.403,-137.107
CA2N003AI028,CA,60.538,-137.337
CA2N003AI032,CA,60.508,-137.407
CA2N003AI054,CA,60.366,-137.473
CA2N003AI075,CA,60.511,-137.53
CA2N003AI082,CA,60.41,-137.558
CA2N003AI120,CA,60.581,-137.433
CA2N003AI156,CA,60.704,-137.651
CA2N003BD040,CA,59.916,-137.951
CA2N003BD074,CA,59.954,-138.205
US2O00303002,US,67.967,-151.05
CA2N003BE016,CA,60.176,-138.352
CA2N003BF002,CA,60.144,-138.115
CA2N003BG017,CA,60.234,-138.291
CA2N003BH017,CA,60.511,-137.943
CA2N003BH021,CA,60.471,-137.958
CA2N003BI008,CA,60.504,-138.249
CA2N003BI016,CA,60.533,-138.175
CA2N003BI045,CA,60.566,-138.377
CA2N003BI054,CA,60.625,-138.306
CA2N003BJ015,CA,60.641,-138.413
CA2N003BK016,CA,60.684,-138.57
CA2N003BK084,CA,60.607,-138.865
CA2N003BL018,CA,60.873,-138.278
CA2N003BL021,CA,61.02,-137.529
CA2N003BL045,CA,60.688,-137.811
CA2N003BM027,CA,60.346,-137.756
CA2N003BN010,CA,60.329,-137.742
CA2N003BN038,CA,60.456,-137.158
CA2N003BN066,CA,60.14,-137.294
CA2N003BN087,CA,60.142,-137.503
CA2N003BN088,CA,60.137,-137.512
CA2N003BN096,CA,60.176,-137.578
CA2N003BO042,CA,59.871,-137.699
CA2N003BO047,CA,59.862,-137.732
CA2N003BP018,CA,59.708,-137.87
CA2N003BQ021,CA,59.415,-137.89
CA2N003CA001,CA,59.504,-137.624
CA2N003CA010,CA,59.528,-137.587
CA2N003CA028,CA,59.687,-137.769
CA2N003CA049,CA,59.585,-137.41
CA2N003CA071,CA,59.733,-137.549
CA2N003CA077,CA,59.652,-137.275
CA2N003CB006,CA,59.747,-137.381
CA2N003CB033,CA,59.969,-137.483
CA2N003CB049,CA,60.091,-137.404
CA2N003CC035,CA,60.215,-136.909
CA2N003CC063,CA,60.011,-136.74
CA2N003CD029,CA,59.93,-136.58
CA2N003CD057,CA,59.865,-136.489
CA2N003CE014,CA,59.834,-136.795
CA2N003CE079,CA,59.847,-136.993
CA2N003CF003,CA,59.841,-137.166
CA2N003CG003,CA,59.544,-137.007
CA2N003CG073,CA,59.392,-137.074
CA2N003CG077,CA,59.379,-136.989
CA2N003CG098,CA,59.504,-137.13
CA2N003CH011,CA,59.365,-137.303
CA2N003CH044,CA,59.286,-137.213
CA2N003CH051,CA,59.205,-137.352
CA2O00800076,CA,63.625,-131.25
CA2O00800077,CA,63.625,-131.25
CA2O00800079,CA,63.625,-131.25
CA2O00800100,CA,63.625,-130.75
CA2O00800118,CA,63.375,-130.25
CA2O014AD005,CA,61.699,-137.838
CA2O014AD040,CA,61.672,-138.072
CA2O014AD049,CA,61.661,-138.32
CA2O014AH003,CA,61.606,-138.777
CA2O014AH010,CA,61.554,-138.755
CA2O014AI010,CA,61.589,-138.187
CA2O014AI017,CA,61.449,-138.106
CA2O014AI038,CA,61.553,-138.559
CA2O014AJ008,CA,61.268,-137.973
CA2O014AK004,CA,60.886,-138.337
CA2O014AL007,CA,60.916,-138.536
CA2O014AL031,CA,60.565,-139.034
CA2O014AL072,CA,60.569,-139.157
CA2O014AL152,CA,60.889,-138.911
CA2O014AM117,CA,60.935,-138.939
CA2O014AM143,CA,61.046,-138.989
CA2O014AM146,CA,61.068,-139.029
CA2O014AM191,CA,61.049,-139.068
CA2O014AM242,CA,61.499,-139.576
CA2O014AN001,CA,61.523,-139.613
CA2O014AN023,CA,61.137,-139.255
CA2O014AN043,CA,61.013,-139.069
CA2O014AN051,CA,61.007,-139.145
CA2O014AN083,CA,61.009,-139.291
CA2O014AN088,CA,60.989,-139.222
CA2O014AO026,CA,60.864,-139.242
CA2O014AO040,CA,60.873,-139.278
CA2O014AO094,CA,60.898,-139.614
CA2O014AO110,CA,60.938,-139.514
CA2O014AP015,CA,61.006,-139.561
CA2O014AQ011,CA,61.094,-139.605
CA2O014AQ055,CA,60.925,-139.821
CA2O014AQ091,CA,60.998,-139.943
CA2O014AQ128,CA,61.185,-139.637
CA2O014AR014,CA,61.127,-139.76
CA2O014AR059,CA,61.095,-139.947
CA2O014AT010,CA,61.336,-140.019
CA2O014AT029,CA,61.381,-140.034
CA2O014AT034,CA,61.416,-140.02
CA2O014AU004,CA,61.432,-139.997
CA2O014AU006,CA,61.432,-140.014
CA2O014BC013,CA,61.632,-140.076
CA2O014BC016,CA,61.652,-140.117
CA2O014BD012,CA,61.569,-140.064
CA2O014BE002,CA,61.452,-140.229
CA2O014BF042,CA,61.263,-140.607
CA2O014BF044,CA,61.257,-140.659
CA2O014BF057,CA,61.362,-140.719
CA2O014BF084,CA,61.38,-140.893
CA2O014BF099,CA,61.422,-140.916
CA2O014BG005,CA,61.493,-140.784
CA2O014BG032,CA,61.577,-141.045
CA2O014BI023,CA,61.993,-140.809
CA2O016CA026,CA,60.559,-135.759
CA2O016CA032,CA,60.578,-135.788
CA2O016CB017,CA,60.391,-135.55
